dist_key,dist_type,dist_value,model_id
Spain,200,1.090000,2051646
Canada,200,2.050000,2051646
Netherlands,200,0.230000,2051646
South Korea,200,3.180000,2051646
China,200,18.780000,2051646
UK,200,3.150000,2051646
Italy,200,4.080000,2051646
Mexico,200,0.710000,2051646
France,200,3.020000,2051646
Australia,200,2.790000,2051646
Germany,200,4.030000,2051646
Indonesia,200,2.700000,2051646
Communication Services,300,12.550000,2051646
Utilities,300,1.060000,2051646
Financial Services,300,14.380000,2051646
Basic Materials,300,2.600000,2051646
Energy,300,2.170000,2051646
Technology,300,22.130000,2051646
Real Estate,300,0.370000,2051646
Healthcare,300,16.220000,2051646
Consumer Defensive,300,5.630000,2051646
Industrials,300,8.680000,2051646
Consumer Cyclical,300,14.210000,2051646
Investment Grade Bond,500,94.980000,2051646
High Yield Bond,500,5.020000,2051646
Others,200,8.110000,2051647
USA,200,29.550000,2051647
Singapore,200,0.830000,2051647
Hong Kong,200,3.200000,2051647
Japan,200,6.370000,2051647
Philippines,200,2.020000,2051647
Thailand,200,1.350000,2051647
Switzerland,200,0.490000,2051647
India,200,2.270000,2051647
Spain,200,1.090000,2051647
Canada,200,2.050000,2051647
Netherlands,200,0.230000,2051647
South Korea,200,3.180000,2051647
China,200,18.780000,2051647
UK,200,3.150000,2051647
Italy,200,4.080000,2051647
Mexico,200,0.710000,2051647
France,200,3.020000,2051647
Australia,200,2.790000,2051647
Germany,200,4.030000,2051647
Indonesia,200,2.700000,2051647
Communication Services,300,12.550000,2051647
Utilities,300,1.060000,2051647
Financial Services,300,14.380000,2051647
Basic Materials,300,2.600000,2051647
Energy,300,2.170000,2051647
Technology,300,22.130000,2051647
Real Estate,300,0.370000,2051647
Healthcare,300,16.220000,2051647
Consumer Defensive,300,5.630000,2051647
Industrials,300,8.680000,2051647
Consumer Cyclical,300,14.210000,2051647
Investment Grade Bond,500,94.980000,2051647
High Yield Bond,500,5.020000,2051647
Others,200,8.110000,2051648
USA,200,29.550000,2051648
Singapore,200,0.830000,2051648
Hong Kong,200,3.200000,2051648
Japan,200,6.370000,2051648
Philippines,200,2.020000,2051648
Thailand,200,1.350000,2051648
Switzerland,200,0.490000,2051648
India,200,2.270000,2051648
Spain,200,1.090000,2051648
Canada,200,2.050000,2051648
Netherlands,200,0.230000,2051648
South Korea,200,3.180000,2051648
China,200,18.780000,2051648
UK,200,3.150000,2051648
Italy,200,4.080000,2051648
Mexico,200,0.710000,2051648
France,200,3.020000,2051648
Australia,200,2.790000,2051648
Germany,200,4.030000,2051648
Indonesia,200,2.700000,2051648
Communication Services,300,12.550000,2051648
Utilities,300,1.060000,2051648
Financial Services,300,14.380000,2051648
Basic Materials,300,2.600000,2051648
Energy,300,2.170000,2051648
Technology,300,22.130000,2051648
Real Estate,300,0.370000,2051648
Healthcare,300,16.220000,2051648
Consumer Defensive,300,5.630000,2051648
Industrials,300,8.680000,2051648
Consumer Cyclical,300,14.210000,2051648
Investment Grade Bond,500,94.980000,2051648
High Yield Bond,500,5.020000,2051648
Others,200,8.110000,2051649
USA,200,29.550000,2051649
Singapore,200,0.830000,2051649
Hong Kong,200,3.200000,2051649
Japan,200,6.370000,2051649
Philippines,200,2.020000,2051649
Thailand,200,1.350000,2051649
Switzerland,200,0.490000,2051649
India,200,2.270000,2051649
Spain,200,1.090000,2051649
Canada,200,2.050000,2051649
Netherlands,200,0.230000,2051649
South Korea,200,3.180000,2051649
China,200,18.780000,2051649
UK,200,3.150000,2051649
Italy,200,4.080000,2051649
Mexico,200,0.710000,2051649
France,200,3.020000,2051649
Australia,200,2.790000,2051649
Germany,200,4.030000,2051649
Indonesia,200,2.700000,2051649
Communication Services,300,12.550000,2051649
Utilities,300,1.060000,2051649
Financial Services,300,14.380000,2051649
Basic Materials,300,2.600000,2051649
Energy,300,2.170000,2051649
Technology,300,22.130000,2051649
Real Estate,300,0.370000,2051649
Healthcare,300,16.220000,2051649
Consumer Defensive,300,5.630000,2051649
Industrials,300,8.680000,2051649
Consumer Cyclical,300,14.210000,2051649
Investment Grade Bond,500,94.980000,2051649
High Yield Bond,500,5.020000,2051649
Others,200,8.110000,2051650
USA,200,29.550000,2051650
Singapore,200,0.830000,2051650
Hong Kong,200,3.200000,2051650
Japan,200,6.370000,2051650
Philippines,200,2.020000,2051650
Thailand,200,1.350000,2051650
Switzerland,200,0.490000,2051650
India,200,2.270000,2051650
Spain,200,1.090000,2051650
Canada,200,2.050000,2051650
Netherlands,200,0.230000,2051650
South Korea,200,3.180000,2051650
China,200,18.780000,2051650
UK,200,3.150000,2051650
Italy,200,4.080000,2051650
Mexico,200,0.710000,2051650
France,200,3.020000,2051650
Australia,200,2.790000,2051650
Germany,200,4.030000,2051650
Indonesia,200,2.700000,2051650
Communication Services,300,12.550000,2051650
Utilities,300,1.060000,2051650
Financial Services,300,14.380000,2051650
Basic Materials,300,2.600000,2051650
Energy,300,2.170000,2051650
Technology,300,22.130000,2051650
Real Estate,300,0.370000,2051650
Healthcare,300,16.220000,2051650
Consumer Defensive,300,5.630000,2051650
Industrials,300,8.680000,2051650
Consumer Cyclical,300,14.210000,2051650
Investment Grade Bond,500,94.980000,2051650
High Yield Bond,500,5.020000,2051650
Others,200,8.110000,2051651
USA,200,29.550000,2051651
Singapore,200,0.830000,2051651
Hong Kong,200,3.200000,2051651
Japan,200,6.370000,2051651
Philippines,200,2.020000,2051651
Thailand,200,1.350000,2051651
Switzerland,200,0.490000,2051651
India,200,2.270000,2051651
Spain,200,1.090000,2051651
Canada,200,2.050000,2051651
Netherlands,200,0.230000,2051651
South Korea,200,3.180000,2051651
China,200,18.780000,2051651
UK,200,3.150000,2051651
Italy,200,4.080000,2051651
Mexico,200,0.710000,2051651
France,200,3.020000,2051651
Australia,200,2.790000,2051651
Germany,200,4.030000,2051651
Indonesia,200,2.700000,2051651
Communication Services,300,12.550000,2051651
Utilities,300,1.060000,2051651
Financial Services,300,14.380000,2051651
Basic Materials,300,2.600000,2051651
Energy,300,2.170000,2051651
Technology,300,22.130000,2051651
Real Estate,300,0.370000,2051651
Healthcare,300,16.220000,2051651
Consumer Defensive,300,5.630000,2051651
Industrials,300,8.680000,2051651
Consumer Cyclical,300,14.210000,2051651
Investment Grade Bond,500,94.980000,2051651
High Yield Bond,500,5.020000,2051651
Others,200,8.110000,2051652
USA,200,29.550000,2051652
Singapore,200,0.830000,2051652
Hong Kong,200,3.200000,2051652
Japan,200,6.370000,2051652
Philippines,200,2.020000,2051652
Thailand,200,1.350000,2051652
Switzerland,200,0.490000,2051652
India,200,2.270000,2051652
Spain,200,1.090000,2051652
Canada,200,2.050000,2051652
Netherlands,200,0.230000,2051652
South Korea,200,3.180000,2051652
China,200,18.780000,2051652
UK,200,3.150000,2051652
Italy,200,4.080000,2051652
Mexico,200,0.710000,2051652
France,200,3.020000,2051652
Australia,200,2.790000,2051652
Germany,200,4.030000,2051652
Indonesia,200,2.700000,2051652
Communication Services,300,12.550000,2051652
Utilities,300,1.060000,2051652
Financial Services,300,14.380000,2051652
Basic Materials,300,2.600000,2051652
Energy,300,2.170000,2051652
Technology,300,22.130000,2051652
Real Estate,300,0.370000,2051652
Healthcare,300,16.220000,2051652
Consumer Defensive,300,5.630000,2051652
Industrials,300,8.680000,2051652
Consumer Cyclical,300,14.210000,2051652
Investment Grade Bond,500,94.980000,2051652
High Yield Bond,500,5.020000,2051652
Others,200,8.110000,2051653
USA,200,29.550000,2051653
Singapore,200,0.830000,2051653
Hong Kong,200,3.200000,2051653
Japan,200,6.370000,2051653
Philippines,200,2.020000,2051653
Thailand,200,1.350000,2051653
Switzerland,200,0.490000,2051653
India,200,2.270000,2051653
Spain,200,1.090000,2051653
Canada,200,2.050000,2051653
Netherlands,200,0.230000,2051653
South Korea,200,3.180000,2051653
China,200,18.780000,2051653
UK,200,3.150000,2051653
Italy,200,4.080000,2051653
Mexico,200,0.710000,2051653
France,200,3.020000,2051653
Australia,200,2.790000,2051653
Germany,200,4.030000,2051653
Indonesia,200,2.700000,2051653
Communication Services,300,12.550000,2051653
Utilities,300,1.060000,2051653
Financial Services,300,14.380000,2051653
Basic Materials,300,2.600000,2051653
Energy,300,2.170000,2051653
Technology,300,22.130000,2051653
Real Estate,300,0.370000,2051653
Healthcare,300,16.220000,2051653
Consumer Defensive,300,5.630000,2051653
Industrials,300,8.680000,2051653
Consumer Cyclical,300,14.210000,2051653
Investment Grade Bond,500,94.980000,2051653
High Yield Bond,500,5.020000,2051653
Others,200,8.110000,2051654
USA,200,29.550000,2051654
Singapore,200,0.830000,2051654
Hong Kong,200,3.200000,2051654
Japan,200,6.370000,2051654
Philippines,200,2.020000,2051654
Thailand,200,1.350000,2051654
Switzerland,200,0.490000,2051654
India,200,2.270000,2051654
Spain,200,1.090000,2051654
Canada,200,2.050000,2051654
Netherlands,200,0.230000,2051654
South Korea,200,3.180000,2051654
China,200,18.780000,2051654
UK,200,3.150000,2051654
Italy,200,4.080000,2051654
Mexico,200,0.710000,2051654
France,200,3.020000,2051654
Australia,200,2.790000,2051654
Germany,200,4.030000,2051654
Indonesia,200,2.700000,2051654
Communication Services,300,12.550000,2051654
Utilities,300,1.060000,2051654
Financial Services,300,14.380000,2051654
Basic Materials,300,2.600000,2051654
Energy,300,2.170000,2051654
Technology,300,22.130000,2051654
Real Estate,300,0.370000,2051654
Healthcare,300,16.220000,2051654
Consumer Defensive,300,5.630000,2051654
Industrials,300,8.680000,2051654
Consumer Cyclical,300,14.210000,2051654
Investment Grade Bond,500,94.980000,2051654
High Yield Bond,500,5.020000,2051654
Others,200,8.110000,2051655
USA,200,29.550000,2051655
Singapore,200,0.830000,2051655
Hong Kong,200,3.200000,2051655
Japan,200,6.370000,2051655
Philippines,200,2.020000,2051655
Thailand,200,1.350000,2051655
Switzerland,200,0.490000,2051655
India,200,2.270000,2051655
Spain,200,1.090000,2051655
Canada,200,2.050000,2051655
Netherlands,200,0.230000,2051655
South Korea,200,3.180000,2051655
China,200,18.780000,2051655
UK,200,3.150000,2051655
Italy,200,4.080000,2051655
Mexico,200,0.710000,2051655
France,200,3.020000,2051655
Australia,200,2.790000,2051655
Germany,200,4.030000,2051655
Indonesia,200,2.700000,2051655
Communication Services,300,12.550000,2051655
Utilities,300,1.060000,2051655
Financial Services,300,14.380000,2051655
Basic Materials,300,2.600000,2051655
Energy,300,2.170000,2051655
Technology,300,22.130000,2051655
Real Estate,300,0.370000,2051655
Healthcare,300,16.220000,2051655
Consumer Defensive,300,5.630000,2051655
Industrials,300,8.680000,2051655
Consumer Cyclical,300,14.210000,2051655
Investment Grade Bond,500,94.980000,2051655
High Yield Bond,500,5.020000,2051655
Others,200,8.110000,2051656
USA,200,29.550000,2051656
Singapore,200,0.830000,2051656
Hong Kong,200,3.200000,2051656
Japan,200,6.370000,2051656
Philippines,200,2.020000,2051656
Thailand,200,1.350000,2051656
Switzerland,200,0.490000,2051656
India,200,2.270000,2051656
Spain,200,1.090000,2051656
Canada,200,2.050000,2051656
Netherlands,200,0.230000,2051656
South Korea,200,3.180000,2051656
China,200,18.780000,2051656
UK,200,3.150000,2051656
Italy,200,4.080000,2051656
Mexico,200,0.710000,2051656
France,200,3.020000,2051656
Australia,200,2.790000,2051656
Germany,200,4.030000,2051656
Indonesia,200,2.700000,2051656
Communication Services,300,12.550000,2051656
Utilities,300,1.060000,2051656
Financial Services,300,14.380000,2051656
Basic Materials,300,2.600000,2051656
Energy,300,2.170000,2051656
Technology,300,22.130000,2051656
Real Estate,300,0.370000,2051656
Healthcare,300,16.220000,2051656
Consumer Defensive,300,5.630000,2051656
Industrials,300,8.680000,2051656
Consumer Cyclical,300,14.210000,2051656
Investment Grade Bond,500,94.980000,2051656
High Yield Bond,500,5.020000,2051656
Others,200,8.110000,2051657
USA,200,29.550000,2051657
Singapore,200,0.830000,2051657
Hong Kong,200,3.200000,2051657
Japan,200,6.370000,2051657
Philippines,200,2.020000,2051657
Thailand,200,1.350000,2051657
Switzerland,200,0.490000,2051657
India,200,2.270000,2051657
Spain,200,1.090000,2051657
Canada,200,2.050000,2051657
Netherlands,200,0.230000,2051657
South Korea,200,3.180000,2051657
China,200,18.780000,2051657
UK,200,3.150000,2051657
Italy,200,4.080000,2051657
Mexico,200,0.710000,2051657
France,200,3.020000,2051657
Australia,200,2.790000,2051657
Germany,200,4.030000,2051657
Indonesia,200,2.700000,2051657
Communication Services,300,12.550000,2051657
Utilities,300,1.060000,2051657
Financial Services,300,14.380000,2051657
Basic Materials,300,2.600000,2051657
Energy,300,2.170000,2051657
Technology,300,22.130000,2051657
Real Estate,300,0.370000,2051657
Healthcare,300,16.220000,2051657
Consumer Defensive,300,5.630000,2051657
Industrials,300,8.680000,2051657
Consumer Cyclical,300,14.210000,2051657
Investment Grade Bond,500,94.980000,2051657
High Yield Bond,500,5.020000,2051657
Others,200,8.110000,2051658
USA,200,29.550000,2051658
Singapore,200,0.830000,2051658
Hong Kong,200,3.200000,2051658
Japan,200,6.370000,2051658
Philippines,200,2.020000,2051658
Thailand,200,1.350000,2051658
Switzerland,200,0.490000,2051658
India,200,2.270000,2051658
Spain,200,1.090000,2051658
Canada,200,2.050000,2051658
Netherlands,200,0.230000,2051658
South Korea,200,3.180000,2051658
China,200,18.780000,2051658
UK,200,3.150000,2051658
Italy,200,4.080000,2051658
Mexico,200,0.710000,2051658
France,200,3.020000,2051658
Australia,200,2.790000,2051658
Germany,200,4.030000,2051658
Indonesia,200,2.700000,2051658
Communication Services,300,12.550000,2051658
Utilities,300,1.060000,2051658
Financial Services,300,14.380000,2051658
Basic Materials,300,2.600000,2051658
Energy,300,2.170000,2051658
Technology,300,22.130000,2051658
Real Estate,300,0.370000,2051658
Healthcare,300,16.220000,2051658
Consumer Defensive,300,5.630000,2051658
Industrials,300,8.680000,2051658
Consumer Cyclical,300,14.210000,2051658
Investment Grade Bond,500,94.980000,2051658
High Yield Bond,500,5.020000,2051658
Others,200,8.110000,2051659
USA,200,29.550000,2051659
Singapore,200,0.830000,2051659
Hong Kong,200,3.200000,2051659
Japan,200,6.370000,2051659
Philippines,200,2.020000,2051659
Thailand,200,1.350000,2051659
Switzerland,200,0.490000,2051659
India,200,2.270000,2051659
Spain,200,1.090000,2051659
Canada,200,2.050000,2051659
Netherlands,200,0.230000,2051659
South Korea,200,3.180000,2051659
China,200,18.780000,2051659
UK,200,3.150000,2051659
Italy,200,4.080000,2051659
Mexico,200,0.710000,2051659
France,200,3.020000,2051659
Australia,200,2.790000,2051659
Germany,200,4.030000,2051659
Indonesia,200,2.700000,2051659
Communication Services,300,12.550000,2051659
Utilities,300,1.060000,2051659
Financial Services,300,14.380000,2051659
Basic Materials,300,2.600000,2051659
Energy,300,2.170000,2051659
Technology,300,22.130000,2051659
Real Estate,300,0.370000,2051659
Healthcare,300,16.220000,2051659
Consumer Defensive,300,5.630000,2051659
Industrials,300,8.680000,2051659
Consumer Cyclical,300,14.210000,2051659
Investment Grade Bond,500,94.980000,2051659
High Yield Bond,500,5.020000,2051659
Others,200,8.110000,2051660
USA,200,29.550000,2051660
Singapore,200,0.830000,2051660
Hong Kong,200,3.200000,2051660
Japan,200,6.370000,2051660
Philippines,200,2.020000,2051660
Thailand,200,1.350000,2051660
Switzerland,200,0.490000,2051660
India,200,2.270000,2051660
Spain,200,1.090000,2051660
Canada,200,2.050000,2051660
Netherlands,200,0.230000,2051660
South Korea,200,3.180000,2051660
China,200,18.780000,2051660
UK,200,3.150000,2051660
Italy,200,4.080000,2051660
Mexico,200,0.710000,2051660
France,200,3.020000,2051660
Australia,200,2.790000,2051660
Germany,200,4.030000,2051660
Indonesia,200,2.700000,2051660
Communication Services,300,12.550000,2051660
Utilities,300,1.060000,2051660
Financial Services,300,14.380000,2051660
Basic Materials,300,2.600000,2051660
Energy,300,2.170000,2051660
Technology,300,22.130000,2051660
Real Estate,300,0.370000,2051660
Healthcare,300,16.220000,2051660
Consumer Defensive,300,5.630000,2051660
Industrials,300,8.680000,2051660
Consumer Cyclical,300,14.210000,2051660
Investment Grade Bond,500,94.980000,2051660
High Yield Bond,500,5.020000,2051660
Others,200,8.110000,2051661
USA,200,29.550000,2051661
Singapore,200,0.830000,2051661
Hong Kong,200,3.200000,2051661
Japan,200,6.370000,2051661
Philippines,200,2.020000,2051661
Thailand,200,1.350000,2051661
Switzerland,200,0.490000,2051661
India,200,2.270000,2051661
Spain,200,1.090000,2051661
Canada,200,2.050000,2051661
Netherlands,200,0.230000,2051661
South Korea,200,3.180000,2051661
China,200,18.780000,2051661
UK,200,3.150000,2051661
Italy,200,4.080000,2051661
Mexico,200,0.710000,2051661
France,200,3.020000,2051661
Australia,200,2.790000,2051661
Germany,200,4.030000,2051661
Indonesia,200,2.700000,2051661
Communication Services,300,12.550000,2051661
Utilities,300,1.060000,2051661
Financial Services,300,14.380000,2051661
Basic Materials,300,2.600000,2051661
Energy,300,2.170000,2051661
Technology,300,22.130000,2051661
Real Estate,300,0.370000,2051661
Healthcare,300,16.220000,2051661
Consumer Defensive,300,5.630000,2051661
Industrials,300,8.680000,2051661
Consumer Cyclical,300,14.210000,2051661
Investment Grade Bond,500,94.980000,2051661
High Yield Bond,500,5.020000,2051661
Others,200,8.110000,2051662
USA,200,29.550000,2051662
Singapore,200,0.830000,2051662
Hong Kong,200,3.200000,2051662
Japan,200,6.370000,2051662
Philippines,200,2.020000,2051662
Thailand,200,1.350000,2051662
Switzerland,200,0.490000,2051662
India,200,2.270000,2051662
Spain,200,1.090000,2051662
Canada,200,2.050000,2051662
Netherlands,200,0.230000,2051662
South Korea,200,3.180000,2051662
China,200,18.780000,2051662
UK,200,3.150000,2051662
Italy,200,4.080000,2051662
Mexico,200,0.710000,2051662
France,200,3.020000,2051662
Australia,200,2.790000,2051662
Germany,200,4.030000,2051662
Indonesia,200,2.700000,2051662
Communication Services,300,12.550000,2051662
Utilities,300,1.060000,2051662
Financial Services,300,14.380000,2051662
Basic Materials,300,2.600000,2051662
Energy,300,2.170000,2051662
Technology,300,22.130000,2051662
Real Estate,300,0.370000,2051662
Healthcare,300,16.220000,2051662
Consumer Defensive,300,5.630000,2051662
Industrials,300,8.680000,2051662
Consumer Cyclical,300,14.210000,2051662
Investment Grade Bond,500,94.980000,2051662
High Yield Bond,500,5.020000,2051662
Others,200,8.110000,2051663
USA,200,29.550000,2051663
Singapore,200,0.830000,2051663
Hong Kong,200,3.200000,2051663
Japan,200,6.370000,2051663
Philippines,200,2.020000,2051663
Thailand,200,1.350000,2051663
Switzerland,200,0.490000,2051663
India,200,2.270000,2051663
Spain,200,1.090000,2051663
Canada,200,2.050000,2051663
Netherlands,200,0.230000,2051663
South Korea,200,3.180000,2051663
China,200,18.780000,2051663
UK,200,3.150000,2051663
Italy,200,4.080000,2051663
Mexico,200,0.710000,2051663
France,200,3.020000,2051663
Australia,200,2.790000,2051663
Germany,200,4.030000,2051663
Indonesia,200,2.700000,2051663
Communication Services,300,12.550000,2051663
Utilities,300,1.060000,2051663
Financial Services,300,14.380000,2051663
Basic Materials,300,2.600000,2051663
Energy,300,2.170000,2051663
Technology,300,22.130000,2051663
Real Estate,300,0.370000,2051663
Healthcare,300,16.220000,2051663
Consumer Defensive,300,5.630000,2051663
Industrials,300,8.680000,2051663
Consumer Cyclical,300,14.210000,2051663
Investment Grade Bond,500,94.980000,2051663
High Yield Bond,500,5.020000,2051663
Others,200,8.110000,2051664
USA,200,29.550000,2051664
Singapore,200,0.830000,2051664
Hong Kong,200,3.200000,2051664
Japan,200,6.370000,2051664
Philippines,200,2.020000,2051664
Thailand,200,1.350000,2051664
Switzerland,200,0.490000,2051664
India,200,2.270000,2051664
Spain,200,1.090000,2051664
Canada,200,2.050000,2051664
Netherlands,200,0.230000,2051664
South Korea,200,3.180000,2051664
China,200,18.780000,2051664
UK,200,3.150000,2051664
Italy,200,4.080000,2051664
Mexico,200,0.710000,2051664
France,200,3.020000,2051664
Australia,200,2.790000,2051664
Germany,200,4.030000,2051664
Indonesia,200,2.700000,2051664
Communication Services,300,12.550000,2051664
Utilities,300,1.060000,2051664
Financial Services,300,14.380000,2051664
Basic Materials,300,2.600000,2051664
Energy,300,2.170000,2051664
Technology,300,22.130000,2051664
Real Estate,300,0.370000,2051664
Healthcare,300,16.220000,2051664
Consumer Defensive,300,5.630000,2051664
Industrials,300,8.680000,2051664
Consumer Cyclical,300,14.210000,2051664
Investment Grade Bond,500,94.980000,2051664
High Yield Bond,500,5.020000,2051664
Others,200,8.110000,2051665
USA,200,29.550000,2051665
Singapore,200,0.830000,2051665
Hong Kong,200,3.200000,2051665
Japan,200,6.370000,2051665
Philippines,200,2.020000,2051665
Thailand,200,1.350000,2051665
Switzerland,200,0.490000,2051665
India,200,2.270000,2051665
Spain,200,1.090000,2051665
Canada,200,2.050000,2051665
Netherlands,200,0.230000,2051665
South Korea,200,3.180000,2051665
China,200,18.780000,2051665
UK,200,3.150000,2051665
Italy,200,4.080000,2051665
Mexico,200,0.710000,2051665
France,200,3.020000,2051665
Australia,200,2.790000,2051665
Germany,200,4.030000,2051665
Indonesia,200,2.700000,2051665
Communication Services,300,12.550000,2051665
Utilities,300,1.060000,2051665
Financial Services,300,14.380000,2051665
Basic Materials,300,2.600000,2051665
Energy,300,2.170000,2051665
Technology,300,22.130000,2051665
Real Estate,300,0.370000,2051665
Healthcare,300,16.220000,2051665
Consumer Defensive,300,5.630000,2051665
Industrials,300,8.680000,2051665
Consumer Cyclical,300,14.210000,2051665
Investment Grade Bond,500,94.980000,2051665
High Yield Bond,500,5.020000,2051665
Others,200,8.110000,2051666
USA,200,29.550000,2051666
Singapore,200,0.830000,2051666
Hong Kong,200,3.200000,2051666
Japan,200,6.370000,2051666
Philippines,200,2.020000,2051666
Thailand,200,1.350000,2051666
Switzerland,200,0.490000,2051666
India,200,2.270000,2051666
Spain,200,1.090000,2051666
Canada,200,2.050000,2051666
Netherlands,200,0.230000,2051666
South Korea,200,3.180000,2051666
China,200,18.780000,2051666
UK,200,3.150000,2051666
Italy,200,4.080000,2051666
Mexico,200,0.710000,2051666
France,200,3.020000,2051666
Australia,200,2.790000,2051666
Germany,200,4.030000,2051666
Indonesia,200,2.700000,2051666
Communication Services,300,12.550000,2051666
Utilities,300,1.060000,2051666
Financial Services,300,14.380000,2051666
Basic Materials,300,2.600000,2051666
Energy,300,2.170000,2051666
Technology,300,22.130000,2051666
Real Estate,300,0.370000,2051666
Healthcare,300,16.220000,2051666
Consumer Defensive,300,5.630000,2051666
Industrials,300,8.680000,2051666
Consumer Cyclical,300,14.210000,2051666
Investment Grade Bond,500,94.980000,2051666
High Yield Bond,500,5.020000,2051666
Others,200,8.110000,2051667
USA,200,29.550000,2051667
Singapore,200,0.830000,2051667
Hong Kong,200,3.200000,2051667
Japan,200,6.370000,2051667
Philippines,200,2.020000,2051667
Thailand,200,1.350000,2051667
Switzerland,200,0.490000,2051667
India,200,2.270000,2051667
Spain,200,1.090000,2051667
Canada,200,2.050000,2051667
Netherlands,200,0.230000,2051667
South Korea,200,3.180000,2051667
China,200,18.780000,2051667
UK,200,3.150000,2051667
Italy,200,4.080000,2051667
Mexico,200,0.710000,2051667
France,200,3.020000,2051667
Australia,200,2.790000,2051667
Germany,200,4.030000,2051667
Indonesia,200,2.700000,2051667
Communication Services,300,12.550000,2051667
Utilities,300,1.060000,2051667
Financial Services,300,14.380000,2051667
Basic Materials,300,2.600000,2051667
Energy,300,2.170000,2051667
Technology,300,22.130000,2051667
Real Estate,300,0.370000,2051667
Healthcare,300,16.220000,2051667
Consumer Defensive,300,5.630000,2051667
Industrials,300,8.680000,2051667
Consumer Cyclical,300,14.210000,2051667
Investment Grade Bond,500,94.980000,2051667
High Yield Bond,500,5.020000,2051667
Others,200,8.110000,2051668
USA,200,29.550000,2051668
Singapore,200,0.830000,2051668
Hong Kong,200,3.200000,2051668
Japan,200,6.370000,2051668
Philippines,200,2.020000,2051668
Thailand,200,1.350000,2051668
Switzerland,200,0.490000,2051668
India,200,2.270000,2051668
Spain,200,1.090000,2051668
Canada,200,2.050000,2051668
Netherlands,200,0.230000,2051668
South Korea,200,3.180000,2051668
China,200,18.780000,2051668
UK,200,3.150000,2051668
Italy,200,4.080000,2051668
Mexico,200,0.710000,2051668
France,200,3.020000,2051668
Australia,200,2.790000,2051668
Germany,200,4.030000,2051668
Indonesia,200,2.700000,2051668
Communication Services,300,12.550000,2051668
Utilities,300,1.060000,2051668
Financial Services,300,14.380000,2051668
Basic Materials,300,2.600000,2051668
Energy,300,2.170000,2051668
Technology,300,22.130000,2051668
Real Estate,300,0.370000,2051668
Healthcare,300,16.220000,2051668
Consumer Defensive,300,5.630000,2051668
Industrials,300,8.680000,2051668
Consumer Cyclical,300,14.210000,2051668
Investment Grade Bond,500,94.980000,2051668
High Yield Bond,500,5.020000,2051668
Others,200,8.100000,2051669
USA,200,29.550000,2051669
Singapore,200,0.830000,2051669
Hong Kong,200,3.200000,2051669
Japan,200,6.370000,2051669
Philippines,200,2.020000,2051669
Thailand,200,1.350000,2051669
Switzerland,200,0.490000,2051669
India,200,2.270000,2051669
Spain,200,1.090000,2051669
Canada,200,2.050000,2051669
Netherlands,200,0.230000,2051669
South Korea,200,3.180000,2051669
China,200,18.780000,2051669
UK,200,3.160000,2051669
