dist_key,dist_type,dist_value,model_id
Singapore,200,0.990000,2052242
Hong Kong,200,3.670000,2052242
Japan,200,6.730000,2052242
Philippines,200,1.610000,2052242
Thailand,200,1.390000,2052242
Switzerland,200,0.480000,2052242
India,200,2.230000,2052242
Spain,200,1.090000,2052242
Canada,200,2.110000,2052242
Netherlands,200,0.220000,2052242
South Korea,200,3.310000,2052242
China,200,20.010000,2052242
UK,200,3.130000,2052242
Italy,200,4.150000,2052242
Mexico,200,0.740000,2052242
France,200,3.120000,2052242
Australia,200,2.760000,2052242
Germany,200,3.880000,2052242
Indonesia,200,2.370000,2052242
Financial Services,300,27.210000,2052242
Communication Services,300,9.040000,2052242
Utilities,300,0.360000,2052242
Basic Materials,300,2.250000,2052242
Energy,300,3.040000,2052242
Technology,300,19.580000,2052242
Real Estate,300,0.270000,2052242
Healthcare,300,10.750000,2052242
Consumer Defensive,300,4.580000,2052242
Industrials,300,10.370000,2052242
Consumer Cyclical,300,12.550000,2052242
Investment Grade Bond,500,91.520000,2052242
High Yield Bond,500,8.480000,2052242
USA,200,27.960000,2052243
Others,200,8.050000,2052243
Singapore,200,0.990000,2052243
Hong Kong,200,3.670000,2052243
Japan,200,6.730000,2052243
Philippines,200,1.610000,2052243
Thailand,200,1.390000,2052243
Switzerland,200,0.480000,2052243
India,200,2.230000,2052243
Spain,200,1.090000,2052243
Canada,200,2.110000,2052243
Netherlands,200,0.220000,2052243
South Korea,200,3.310000,2052243
China,200,20.010000,2052243
UK,200,3.130000,2052243
Italy,200,4.150000,2052243
Mexico,200,0.740000,2052243
France,200,3.120000,2052243
Australia,200,2.760000,2052243
Germany,200,3.880000,2052243
Indonesia,200,2.370000,2052243
Healthcare,300,26.890000,2052243
Communication Services,300,9.060000,2052243
Utilities,300,0.360000,2052243
Financial Services,300,12.850000,2052243
Basic Materials,300,2.340000,2052243
Energy,300,3.050000,2052243
Technology,300,17.630000,2052243
Real Estate,300,0.270000,2052243
Consumer Defensive,300,4.590000,2052243
Industrials,300,10.390000,2052243
Consumer Cyclical,300,12.570000,2052243
Investment Grade Bond,500,91.520000,2052243
High Yield Bond,500,8.480000,2052243
USA,200,27.960000,2052244
Others,200,8.050000,2052244
Singapore,200,0.990000,2052244
Hong Kong,200,3.670000,2052244
Japan,200,6.720000,2052244
Philippines,200,1.610000,2052244
Thailand,200,1.390000,2052244
Switzerland,200,0.480000,2052244
India,200,2.230000,2052244
Spain,200,1.090000,2052244
Canada,200,2.110000,2052244
Netherlands,200,0.220000,2052244
South Korea,200,3.310000,2052244
China,200,20.010000,2052244
UK,200,3.130000,2052244
Italy,200,4.150000,2052244
Mexico,200,0.740000,2052244
France,200,3.130000,2052244
Australia,200,2.760000,2052244
Germany,200,3.880000,2052244
Indonesia,200,2.370000,2052244
Consumer Cyclical,300,23.570000,2052244
Communication Services,300,11.090000,2052244
Utilities,300,0.360000,2052244
Financial Services,300,13.010000,2052244
Basic Materials,300,2.250000,2052244
Energy,300,3.050000,2052244
Technology,300,18.610000,2052244
Real Estate,300,0.270000,2052244
Healthcare,300,11.350000,2052244
Consumer Defensive,300,5.870000,2052244
Industrials,300,10.570000,2052244
Investment Grade Bond,500,91.520000,2052244
High Yield Bond,500,8.480000,2052244
USA,200,27.960000,2052245
Others,200,8.050000,2052245
Singapore,200,0.990000,2052245
Hong Kong,200,3.670000,2052245
Japan,200,6.730000,2052245
Philippines,200,1.610000,2052245
Thailand,200,1.390000,2052245
Switzerland,200,0.480000,2052245
India,200,2.230000,2052245
Spain,200,1.090000,2052245
Canada,200,2.110000,2052245
Netherlands,200,0.220000,2052245
South Korea,200,3.310000,2052245
China,200,20.010000,2052245
UK,200,3.130000,2052245
Italy,200,4.150000,2052245
Mexico,200,0.740000,2052245
France,200,3.120000,2052245
Australia,200,2.760000,2052245
Germany,200,3.880000,2052245
Indonesia,200,2.370000,2052245
Technology,300,29.380000,2052245
Communication Services,300,10.510000,2052245
Utilities,300,0.360000,2052245
Financial Services,300,13.730000,2052245
Basic Materials,300,2.250000,2052245
Energy,300,3.040000,2052245
Real Estate,300,0.270000,2052245
Healthcare,300,10.740000,2052245
Consumer Defensive,300,4.580000,2052245
Industrials,300,10.990000,2052245
Consumer Cyclical,300,14.150000,2052245
Investment Grade Bond,500,91.520000,2052245
High Yield Bond,500,8.480000,2052245
USA,200,27.960000,2052246
Others,200,8.040000,2052246
Singapore,200,0.990000,2052246
Hong Kong,200,3.670000,2052246
Japan,200,6.730000,2052246
Philippines,200,1.610000,2052246
Thailand,200,1.390000,2052246
Switzerland,200,0.480000,2052246
India,200,2.230000,2052246
Spain,200,1.090000,2052246
Canada,200,2.110000,2052246
Netherlands,200,0.220000,2052246
South Korea,200,3.310000,2052246
China,200,20.020000,2052246
UK,200,3.130000,2052246
Italy,200,4.150000,2052246
Mexico,200,0.740000,2052246
France,200,3.120000,2052246
Australia,200,2.760000,2052246
Germany,200,3.880000,2052246
Indonesia,200,2.370000,2052246
Technology,300,20.070000,2052246
Communication Services,300,12.040000,2052246
Utilities,300,0.400000,2052246
Financial Services,300,17.140000,2052246
Basic Materials,300,2.630000,2052246
Energy,300,4.200000,2052246
Real Estate,300,0.510000,2052246
Healthcare,300,10.860000,2052246
Consumer Defensive,300,5.240000,2052246
Industrials,300,10.650000,2052246
Consumer Cyclical,300,16.260000,2052246
Investment Grade Bond,500,91.520000,2052246
High Yield Bond,500,8.480000,2052246
USA,200,27.960000,2052247
Others,200,8.050000,2052247
Singapore,200,0.990000,2052247
Hong Kong,200,3.670000,2052247
Japan,200,6.730000,2052247
Philippines,200,1.610000,2052247
Thailand,200,1.390000,2052247
Switzerland,200,0.480000,2052247
India,200,2.230000,2052247
Spain,200,1.090000,2052247
Canada,200,2.110000,2052247
Netherlands,200,0.220000,2052247
South Korea,200,3.310000,2052247
China,200,20.010000,2052247
UK,200,3.130000,2052247
Italy,200,4.150000,2052247
Mexico,200,0.740000,2052247
France,200,3.120000,2052247
Australia,200,2.760000,2052247
Germany,200,3.880000,2052247
Indonesia,200,2.370000,2052247
Financial Services,300,29.180000,2052247
Communication Services,300,9.510000,2052247
Utilities,300,0.360000,2052247
Basic Materials,300,2.550000,2052247
Energy,300,3.230000,2052247
Technology,300,19.000000,2052247
Real Estate,300,0.490000,2052247
Healthcare,300,8.700000,2052247
Consumer Defensive,300,4.250000,2052247
Industrials,300,9.110000,2052247
Consumer Cyclical,300,13.620000,2052247
Investment Grade Bond,500,91.520000,2052247
High Yield Bond,500,8.480000,2052247
USA,200,27.960000,2052248
Others,200,8.050000,2052248
Singapore,200,0.990000,2052248
Hong Kong,200,3.670000,2052248
Japan,200,6.730000,2052248
Philippines,200,1.610000,2052248
Thailand,200,1.390000,2052248
Switzerland,200,0.480000,2052248
India,200,2.230000,2052248
Spain,200,1.090000,2052248
Canada,200,2.110000,2052248
Netherlands,200,0.220000,2052248
South Korea,200,3.310000,2052248
China,200,20.010000,2052248
UK,200,3.130000,2052248
Italy,200,4.150000,2052248
Mexico,200,0.740000,2052248
France,200,3.120000,2052248
Australia,200,2.760000,2052248
Germany,200,3.880000,2052248
Indonesia,200,2.370000,2052248
Healthcare,300,24.920000,2052248
Communication Services,300,9.530000,2052248
Utilities,300,0.360000,2052248
Financial Services,300,14.760000,2052248
Basic Materials,300,2.640000,2052248
Energy,300,3.240000,2052248
Technology,300,17.020000,2052248
Real Estate,300,0.490000,2052248
Consumer Defensive,300,4.260000,2052248
Industrials,300,9.130000,2052248
Consumer Cyclical,300,13.650000,2052248
Investment Grade Bond,500,91.520000,2052248
High Yield Bond,500,8.480000,2052248
USA,200,27.960000,2052249
Others,200,8.050000,2052249
Singapore,200,0.990000,2052249
Hong Kong,200,3.670000,2052249
Japan,200,6.720000,2052249
Philippines,200,1.610000,2052249
Thailand,200,1.390000,2052249
Switzerland,200,0.480000,2052249
India,200,2.230000,2052249
Spain,200,1.090000,2052249
Canada,200,2.110000,2052249
Netherlands,200,0.220000,2052249
South Korea,200,3.310000,2052249
China,200,20.010000,2052249
UK,200,3.130000,2052249
Italy,200,4.150000,2052249
Mexico,200,0.740000,2052249
France,200,3.130000,2052249
Australia,200,2.760000,2052249
Germany,200,3.880000,2052249
Indonesia,200,2.370000,2052249
Consumer Cyclical,300,24.710000,2052249
Communication Services,300,11.570000,2052249
Utilities,300,0.360000,2052249
Financial Services,300,14.920000,2052249
Basic Materials,300,2.550000,2052249
Energy,300,3.240000,2052249
Technology,300,18.000000,2052249
Real Estate,300,0.490000,2052249
Healthcare,300,9.300000,2052249
Consumer Defensive,300,5.550000,2052249
Industrials,300,9.310000,2052249
Investment Grade Bond,500,91.520000,2052249
High Yield Bond,500,8.480000,2052249
USA,200,27.960000,2052250
Others,200,8.050000,2052250
Singapore,200,0.990000,2052250
Hong Kong,200,3.670000,2052250
Japan,200,6.730000,2052250
Philippines,200,1.610000,2052250
Thailand,200,1.390000,2052250
Switzerland,200,0.480000,2052250
India,200,2.230000,2052250
Spain,200,1.090000,2052250
Canada,200,2.110000,2052250
Netherlands,200,0.220000,2052250
South Korea,200,3.310000,2052250
China,200,20.010000,2052250
UK,200,3.130000,2052250
Italy,200,4.150000,2052250
Mexico,200,0.740000,2052250
France,200,3.120000,2052250
Australia,200,2.760000,2052250
Germany,200,3.880000,2052250
Indonesia,200,2.370000,2052250
Technology,300,28.810000,2052250
Communication Services,300,10.990000,2052250
Utilities,300,0.360000,2052250
Financial Services,300,15.640000,2052250
Basic Materials,300,2.550000,2052250
Energy,300,3.230000,2052250
Real Estate,300,0.490000,2052250
Healthcare,300,8.700000,2052250
Consumer Defensive,300,4.250000,2052250
Industrials,300,9.740000,2052250
Consumer Cyclical,300,15.240000,2052250
Investment Grade Bond,500,91.520000,2052250
High Yield Bond,500,8.480000,2052250
USA,200,27.960000,2052251
Others,200,8.060000,2052251
Singapore,200,0.990000,2052251
Hong Kong,200,3.670000,2052251
Japan,200,6.720000,2052251
Philippines,200,1.610000,2052251
Thailand,200,1.390000,2052251
Switzerland,200,0.480000,2052251
India,200,2.230000,2052251
Spain,200,1.090000,2052251
Canada,200,2.110000,2052251
Netherlands,200,0.220000,2052251
South Korea,200,3.310000,2052251
China,200,20.010000,2052251
UK,200,3.130000,2052251
Italy,200,4.150000,2052251
Mexico,200,0.740000,2052251
France,200,3.120000,2052251
Australia,200,2.760000,2052251
Germany,200,3.880000,2052251
Indonesia,200,2.370000,2052251
Technology,300,19.430000,2052251
Communication Services,300,12.510000,2052251
Utilities,300,0.430000,2052251
Financial Services,300,14.160000,2052251
Basic Materials,300,1.870000,2052251
Energy,300,4.930000,2052251
Real Estate,300,0.150000,2052251
Healthcare,300,13.010000,2052251
Consumer Defensive,300,5.480000,2052251
Industrials,300,12.130000,2052251
Consumer Cyclical,300,15.900000,2052251
Investment Grade Bond,500,91.520000,2052251
High Yield Bond,500,8.480000,2052251
USA,200,27.960000,2052252
Others,200,8.060000,2052252
Singapore,200,0.990000,2052252
Hong Kong,200,3.670000,2052252
Japan,200,6.720000,2052252
Philippines,200,1.610000,2052252
Thailand,200,1.390000,2052252
Switzerland,200,0.480000,2052252
India,200,2.230000,2052252
Spain,200,1.090000,2052252
Canada,200,2.110000,2052252
Netherlands,200,0.220000,2052252
South Korea,200,3.310000,2052252
China,200,20.010000,2052252
UK,200,3.130000,2052252
Italy,200,4.150000,2052252
Mexico,200,0.740000,2052252
France,200,3.120000,2052252
Australia,200,2.760000,2052252
Germany,200,3.880000,2052252
Indonesia,200,2.370000,2052252
Financial Services,300,23.300000,2052252
Communication Services,300,10.960000,2052252
Utilities,300,0.380000,2052252
Basic Materials,300,1.640000,2052252
Energy,300,4.320000,2052252
Technology,300,18.530000,2052252
Real Estate,300,0.130000,2052252
Healthcare,300,11.390000,2052252
Consumer Defensive,300,4.800000,2052252
Industrials,300,10.620000,2052252
Consumer Cyclical,300,13.930000,2052252
Investment Grade Bond,500,91.520000,2052252
High Yield Bond,500,8.480000,2052252
USA,200,27.960000,2052253
Others,200,8.060000,2052253
Singapore,200,0.990000,2052253
Hong Kong,200,3.670000,2052253
Japan,200,6.720000,2052253
Philippines,200,1.610000,2052253
Thailand,200,1.390000,2052253
Switzerland,200,0.480000,2052253
India,200,2.230000,2052253
Spain,200,1.090000,2052253
Canada,200,2.110000,2052253
Netherlands,200,0.220000,2052253
South Korea,200,3.310000,2052253
China,200,20.010000,2052253
UK,200,3.130000,2052253
Italy,200,4.150000,2052253
Mexico,200,0.740000,2052253
France,200,3.120000,2052253
Australia,200,2.760000,2052253
Germany,200,3.880000,2052253
Indonesia,200,2.370000,2052253
Healthcare,300,23.440000,2052253
Communication Services,300,10.980000,2052253
Utilities,300,0.380000,2052253
Financial Services,300,12.590000,2052253
Basic Materials,300,1.710000,2052253
Energy,300,4.330000,2052253
Technology,300,17.040000,2052253
Real Estate,300,0.130000,2052253
Consumer Defensive,300,4.810000,2052253
Industrials,300,10.640000,2052253
Consumer Cyclical,300,13.950000,2052253
Investment Grade Bond,500,91.520000,2052253
High Yield Bond,500,8.480000,2052253
USA,200,27.960000,2052254
Others,200,8.050000,2052254
Singapore,200,0.990000,2052254
Hong Kong,200,3.670000,2052254
Japan,200,6.720000,2052254
Philippines,200,1.610000,2052254
Thailand,200,1.390000,2052254
Switzerland,200,0.480000,2052254
India,200,2.230000,2052254
Spain,200,1.090000,2052254
Canada,200,2.110000,2052254
Netherlands,200,0.220000,2052254
South Korea,200,3.310000,2052254
China,200,20.010000,2052254
UK,200,3.130000,2052254
Italy,200,4.150000,2052254
Mexico,200,0.740000,2052254
France,200,3.130000,2052254
Australia,200,2.760000,2052254
Germany,200,3.880000,2052254
Indonesia,200,2.370000,2052254
Consumer Cyclical,300,22.160000,2052254
Communication Services,300,12.490000,2052254
Utilities,300,0.380000,2052254
Financial Services,300,12.710000,2052254
Basic Materials,300,1.640000,2052254
Energy,300,4.330000,2052254
Technology,300,17.780000,2052254
Real Estate,300,0.130000,2052254
Healthcare,300,11.840000,2052254
Consumer Defensive,300,5.770000,2052254
Industrials,300,10.770000,2052254
Investment Grade Bond,500,91.520000,2052254
High Yield Bond,500,8.480000,2052254
USA,200,27.960000,2052255
Others,200,8.060000,2052255
Singapore,200,0.990000,2052255
Hong Kong,200,3.670000,2052255
Japan,200,6.720000,2052255
Philippines,200,1.610000,2052255
Thailand,200,1.390000,2052255
Switzerland,200,0.480000,2052255
India,200,2.230000,2052255
Spain,200,1.090000,2052255
Canada,200,2.110000,2052255
Netherlands,200,0.220000,2052255
South Korea,200,3.310000,2052255
China,200,20.010000,2052255
UK,200,3.130000,2052255
Italy,200,4.150000,2052255
Mexico,200,0.740000,2052255
France,200,3.120000,2052255
Australia,200,2.760000,2052255
Germany,200,3.880000,2052255
Indonesia,200,2.370000,2052255
Technology,300,25.820000,2052255
Communication Services,300,12.050000,2052255
Utilities,300,0.380000,2052255
Financial Services,300,13.250000,2052255
Basic Materials,300,1.640000,2052255
Energy,300,4.320000,2052255
Real Estate,300,0.130000,2052255
Healthcare,300,11.390000,2052255
Consumer Defensive,300,4.800000,2052255
Industrials,300,11.090000,2052255
Consumer Cyclical,300,15.130000,2052255
Investment Grade Bond,500,91.520000,2052255
High Yield Bond,500,8.480000,2052255
USA,200,27.960000,2052256
Others,200,8.060000,2052256
Singapore,200,0.990000,2052256
Hong Kong,200,3.670000,2052256
Japan,200,6.720000,2052256
Philippines,200,1.610000,2052256
Thailand,200,1.390000,2052256
Switzerland,200,0.480000,2052256
India,200,2.230000,2052256
Spain,200,1.090000,2052256
Canada,200,2.110000,2052256
Netherlands,200,0.220000,2052256
South Korea,200,3.310000,2052256
China,200,20.010000,2052256
UK,200,3.130000,2052256
Italy,200,4.150000,2052256
Mexico,200,0.740000,2052256
France,200,3.120000,2052256
Australia,200,2.760000,2052256
Germany,200,3.880000,2052256
Indonesia,200,2.370000,2052256
Technology,300,19.330000,2052256
Communication Services,300,12.930000,2052256
Utilities,300,0.380000,2052256
Financial Services,300,14.360000,2052256
Basic Materials,300,1.640000,2052256
Energy,300,5.060000,2052256
Real Estate,300,0.130000,2052256
Healthcare,300,13.000000,2052256
Consumer Defensive,300,5.540000,2052256
Industrials,300,11.710000,2052256
Consumer Cyclical,300,15.920000,2052256
Investment Grade Bond,500,91.520000,2052256
High Yield Bond,500,8.480000,2052256
USA,200,27.960000,2052257
Others,200,8.060000,2052257
Singapore,200,0.990000,2052257
Hong Kong,200,3.670000,2052257
Japan,200,6.720000,2052257
Philippines,200,1.610000,2052257
Thailand,200,1.390000,2052257
Switzerland,200,0.480000,2052257
India,200,2.230000,2052257
Spain,200,1.090000,2052257
Canada,200,2.110000,2052257
Netherlands,200,0.220000,2052257
South Korea,200,3.310000,2052257
China,200,20.010000,2052257
UK,200,3.130000,2052257
Italy,200,4.150000,2052257
Mexico,200,0.740000,2052257
France,200,3.120000,2052257
Australia,200,2.760000,2052257
Germany,200,3.880000,2052257
Indonesia,200,2.370000,2052257
Financial Services,300,23.480000,2052257
Communication Services,300,11.380000,2052257
Utilities,300,0.330000,2052257
Basic Materials,300,1.410000,2052257
Energy,300,4.450000,2052257
Technology,300,18.430000,2052257
Real Estate,300,0.110000,2052257
Healthcare,300,11.390000,2052257
Consumer Defensive,300,4.860000,2052257
Industrials,300,10.210000,2052257
Consumer Cyclical,300,13.950000,2052257
Investment Grade Bond,500,91.520000,2052257
High Yield Bond,500,8.480000,2052257
USA,200,27.960000,2052258
Others,200,8.060000,2052258
Singapore,200,0.990000,2052258
Hong Kong,200,3.670000,2052258
Japan,200,6.720000,2052258
Philippines,200,1.610000,2052258
Thailand,200,1.390000,2052258
Switzerland,200,0.480000,2052258
India,200,2.230000,2052258
Spain,200,1.090000,2052258
Canada,200,2.110000,2052258
Netherlands,200,0.220000,2052258
South Korea,200,3.310000,2052258
China,200,20.010000,2052258
UK,200,3.130000,2052258
Italy,200,4.150000,2052258
Mexico,200,0.740000,2052258
France,200,3.120000,2052258
Australia,200,2.760000,2052258
Germany,200,3.880000,2052258
Indonesia,200,2.370000,2052258
Healthcare,300,23.410000,2052258
Communication Services,300,11.400000,2052258
Utilities,300,0.330000,2052258
Financial Services,300,12.790000,2052258
Basic Materials,300,1.480000,2052258
Energy,300,4.450000,2052258
Technology,300,16.960000,2052258
Real Estate,300,0.110000,2052258
Consumer Defensive,300,4.870000,2052258
Industrials,300,10.230000,2052258
Consumer Cyclical,300,13.970000,2052258
Investment Grade Bond,500,91.520000,2052258
High Yield Bond,500,8.480000,2052258
USA,200,27.960000,2052259
Others,200,8.050000,2052259
Singapore,200,0.990000,2052259
Hong Kong,200,3.670000,2052259
Japan,200,6.720000,2052259
Philippines,200,1.610000,2052259
Thailand,200,1.390000,2052259
Switzerland,200,0.480000,2052259
India,200,2.230000,2052259
Spain,200,1.090000,2052259
Canada,200,2.110000,2052259
Netherlands,200,0.220000,2052259
South Korea,200,3.310000,2052259
China,200,20.010000,2052259
UK,200,3.130000,2052259
Italy,200,4.150000,2052259
Mexico,200,0.740000,2052259
France,200,3.130000,2052259
Australia,200,2.760000,2052259
Germany,200,3.880000,2052259
Indonesia,200,2.370000,2052259
Consumer Cyclical,300,22.150000,2052259
Communication Services,300,12.900000,2052259
Utilities,300,0.330000,2052259
Financial Services,300,12.910000,2052259
Basic Materials,300,1.410000,2052259
Energy,300,4.450000,2052259
Technology,300,17.720000,2052259
Real Estate,300,0.110000,2052259
Healthcare,300,11.840000,2052259
Consumer Defensive,300,5.820000,2052259
Industrials,300,10.360000,2052259
Investment Grade Bond,500,91.520000,2052259
High Yield Bond,500,8.480000,2052259
USA,200,27.960000,2052260
Others,200,8.060000,2052260
Singapore,200,0.990000,2052260
Hong Kong,200,3.670000,2052260
Japan,200,6.720000,2052260
Philippines,200,1.610000,2052260
Thailand,200,1.390000,2052260
Switzerland,200,0.480000,2052260
India,200,2.230000,2052260
Spain,200,1.090000,2052260
Canada,200,2.110000,2052260
Netherlands,200,0.220000,2052260
South Korea,200,3.310000,2052260
China,200,20.010000,2052260
UK,200,3.130000,2052260
Italy,200,4.150000,2052260
Mexico,200,0.740000,2052260
France,200,3.120000,2052260
Australia,200,2.760000,2052260
Germany,200,3.880000,2052260
Indonesia,200,2.370000,2052260
Technology,300,25.740000,2052260
Communication Services,300,12.470000,2052260
Utilities,300,0.320000,2052260
Financial Services,300,13.450000,2052260
Basic Materials,300,1.410000,2052260
Energy,300,4.440000,2052260
Real Estate,300,0.110000,2052260
Healthcare,300,11.390000,2052260
Consumer Defensive,300,4.860000,2052260
Industrials,300,10.670000,2052260
Consumer Cyclical,300,15.140000,2052260
Investment Grade Bond,500,91.520000,2052260
High Yield Bond,500,8.480000,2052260
USA,200,27.960000,2052261
Others,200,8.060000,2052261
Singapore,200,0.990000,2052261
Hong Kong,200,3.670000,2052261
Japan,200,6.720000,2052261
Philippines,200,1.610000,2052261
Thailand,200,1.390000,2052261
Switzerland,200,0.480000,2052261
India,200,2.230000,2052261
Spain,200,1.090000,2052261
Canada,200,2.110000,2052261
Netherlands,200,0.220000,2052261
South Korea,200,3.310000,2052261
China,200,20.010000,2052261
UK,200,3.130000,2052261
Italy,200,4.150000,2052261
Mexico,200,0.740000,2052261
France,200,3.120000,2052261
Australia,200,2.760000,2052261
Germany,200,3.880000,2052261
Indonesia,200,2.370000,2052261
Technology,300,19.850000,2052261
Communication Services,300,11.540000,2052261
Utilities,300,0.380000,2052261
Financial Services,300,13.300000,2052261
Basic Materials,300,2.390000,2052261
Energy,300,4.520000,2052261
Real Estate,300,0.130000,2052261
Healthcare,300,13.070000,2052261
Consumer Defensive,300,5.250000,2052261
Industrials,300,13.430000,2052261
Consumer Cyclical,300,16.140000,2052261
Investment Grade Bond,500,91.520000,2052261
High Yield Bond,500,8.480000,2052261
USA,200,27.960000,2052262
Others,200,8.060000,2052262
Singapore,200,0.990000,2052262
Hong Kong,200,3.670000,2052262
Japan,200,6.720000,2052262
Philippines,200,1.610000,2052262
Thailand,200,1.390000,2052262
Switzerland,200,0.480000,2052262
India,200,2.230000,2052262
Spain,200,1.090000,2052262
Canada,200,2.110000,2052262
Netherlands,200,0.220000,2052262
South Korea,200,3.310000,2052262
China,200,20.010000,2052262
UK,200,3.130000,2052262
Italy,200,4.150000,2052262
Mexico,200,0.740000,2052262
France,200,3.120000,2052262
Australia,200,2.760000,2052262
Germany,200,3.880000,2052262
Indonesia,200,2.370000,2052262
Financial Services,300,22.420000,2052262
Communication Services,300,9.990000,2052262
Utilities,300,0.330000,2052262
Basic Materials,300,2.150000,2052262
Energy,300,3.920000,2052262
Technology,300,18.950000,2052262
Real Estate,300,0.110000,2052262
Healthcare,300,11.460000,2052262
Consumer Defensive,300,4.570000,2052262
Industrials,300,11.930000,2052262
Consumer Cyclical,300,14.170000,2052262
Investment Grade Bond,500,91.520000,2052262
High Yield Bond,500,8.480000,2052262
USA,200,27.960000,2052263
Others,200,8.060000,2052263
Singapore,200,0.990000,2052263
Hong Kong,200,3.670000,2052263
Japan,200,6.720000,2052263
Philippines,200,1.610000,2052263
Thailand,200,1.390000,2052263
Switzerland,200,0.480000,2052263
India,200,2.230000,2052263
Spain,200,1.090000,2052263
Canada,200,2.110000,2052263
Netherlands,200,0.220000,2052263
South Korea,200,3.310000,2052263
China,200,20.010000,2052263
UK,200,3.130000,2052263
Italy,200,4.150000,2052263
Mexico,200,0.740000,2052263
France,200,3.120000,2052263
Australia,200,2.760000,2052263
Germany,200,3.880000,2052263
Indonesia,200,2.370000,2052263
Healthcare,300,23.460000,2052263
Communication Services,300,10.010000,2052263
Utilities,300,0.330000,2052263
Financial Services,300,11.750000,2052263
Basic Materials,300,2.220000,2052263
Energy,300,3.920000,2052263
Technology,300,17.470000,2052263
Real Estate,300,0.110000,2052263
Consumer Defensive,300,4.580000,2052263
Industrials,300,11.950000,2052263
Consumer Cyclical,300,14.200000,2052263
Investment Grade Bond,500,91.520000,2052263
High Yield Bond,500,8.480000,2052263
USA,200,27.960000,2052264
Others,200,8.050000,2052264
Singapore,200,0.990000,2052264
Hong Kong,200,3.670000,2052264
Japan,200,6.720000,2052264
Philippines,200,1.610000,2052264
Thailand,200,1.390000,2052264
Switzerland,200,0.480000,2052264
India,200,2.230000,2052264
Spain,200,1.090000,2052264
Canada,200,2.110000,2052264
Netherlands,200,0.220000,2052264
South Korea,200,3.310000,2052264
China,200,20.010000,2052264
UK,200,3.130000,2052264
Italy,200,4.150000,2052264
Mexico,200,0.740000,2052264
France,200,3.130000,2052264
Australia,200,2.760000,2052264
Germany,200,3.880000,2052264
Indonesia,200,2.370000,2052264
Consumer Cyclical,300,22.370000,2052264
Communication Services,300,11.520000,2052264
Utilities,300,0.330000,2052264
Financial Services,300,11.870000,2052264
Basic Materials,300,2.160000,2052264
Energy,300,3.920000,2052264
Technology,300,18.200000,2052264
Real Estate,300,0.110000,2052264
Healthcare,300,11.910000,2052264
Consumer Defensive,300,5.530000,2052264
Industrials,300,12.080000,2052264
Investment Grade Bond,500,91.520000,2052264
High Yield Bond,500,8.480000,2052264
USA,200,27.960000,2052265
Others,200,8.060000,2052265
Singapore,200,0.990000,2052265
Hong Kong,200,3.670000,2052265
Japan,200,6.720000,2052265
Philippines,200,1.610000,2052265
Thailand,200,1.390000,2052265
Switzerland,200,0.480000,2052265
India,200,2.230000,2052265
Spain,200,1.090000,2052265
Canada,200,2.110000,2052265
Netherlands,200,0.220000,2052265
South Korea,200,3.310000,2052265
China,200,20.010000,2052265
UK,200,3.130000,2052265
Italy,200,4.150000,2052265
Mexico,200,0.740000,2052265
France,200,3.120000,2052265
Australia,200,2.760000,2052265
Germany,200,3.880000,2052265
Indonesia,200,2.370000,2052265
Technology,300,26.220000,2052265
Communication Services,300,11.090000,2052265
Utilities,300,0.330000,2052265
Financial Services,300,12.400000,2052265
Basic Materials,300,2.150000,2052265
Energy,300,3.910000,2052265
Real Estate,300,0.110000,2052265
Healthcare,300,11.460000,2052265
Consumer Defensive,300,4.570000,2052265
Industrials,300,12.390000,2052265
Consumer Cyclical,300,15.370000,2052265
Investment Grade Bond,500,91.520000,2052265
High Yield Bond,500,8.480000,2052265
USA,200,27.960000,2052266
Others,200,8.060000,2052266
Singapore,200,0.990000,2052266
Hong Kong,200,3.670000,2052266
Japan,200,6.720000,2052266
Philippines,200,1.610000,2052266
Thailand,200,1.390000,2052266
Switzerland,200,0.480000,2052266
India,200,2.230000,2052266
Spain,200,1.090000,2052266
Canada,200,2.110000,2052266
Netherlands,200,0.220000,2052266
South Korea,200,3.310000,2052266
China,200,20.010000,2052266
UK,200,3.130000,2052266
Italy,200,4.150000,2052266
Mexico,200,0.740000,2052266
France,200,3.120000,2052266
Australia,200,2.760000,2052266
Germany,200,3.880000,2052266
Indonesia,200,2.370000,2052266
Technology,300,20.410000,2052266
Communication Services,300,12.030000,2052266
Utilities,300,0.380000,2052266
Financial Services,300,14.710000,2052266
Basic Materials,300,2.110000,2052266
Energy,300,4.310000,2052266
Real Estate,300,0.240000,2052266
Healthcare,300,12.970000,2052266
Consumer Defensive,300,5.580000,2052266
Industrials,300,11.830000,2052266
Consumer Cyclical,300,15.430000,2052266
Investment Grade Bond,500,91.520000,2052266
High Yield Bond,500,8.480000,2052266
USA,200,27.960000,2052267
Others,200,8.060000,2052267
Singapore,200,0.990000,2052267
Hong Kong,200,3.670000,2052267
Japan,200,6.720000,2052267
Philippines,200,1.610000,2052267
Thailand,200,1.390000,2052267
Switzerland,200,0.480000,2052267
India,200,2.230000,2052267
Spain,200,1.090000,2052267
Canada,200,2.110000,2052267
Netherlands,200,0.220000,2052267
South Korea,200,3.310000,2052267
China,200,20.010000,2052267
UK,200,3.130000,2052267
Italy,200,4.150000,2052267
Mexico,200,0.740000,2052267
France,200,3.120000,2052267
